"","CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
"473",NA,"Blepharis pusilla","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","ACANTHACEAE",48154441,2014-01-07,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Unknown",NA,"Yes",NA,"Unknown","Unknown",NA,"Yes","29.9568","1218.76",NA,"3",2,10,1,7,140,447,140,NA
"474",NA,"Brachystephanus laxispicatus","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","ACANTHACEAE",48154489,2014-01-07,"EN","3.1","B2ab(iii)","B2ab(iii)",1,"Unknown",NA,"Yes","Unknown",NA,"Unknown",NA,"Yes","19.9712",NA,NA,"2",2,10,1,7,140,447,140,NA
"475",NA,"Dyschoriste nyassica","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","ACANTHACEAE",48154641,2014-01-08,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",2,"Decreasing",NA,"Yes","Unknown","Unknown","Unknown",NA,"Yes","49.928","2470.76",NA,"4",2,5,2,7,140,447,70,NA
"476",NA,"Isoglossa anisophylla","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","ACANTHACEAE",48154685,2014-01-09,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,"Yes","49.928","1469.83",NA,"2",2,10,1,7,140,447,140,NA
"477",NA,"Isoglossa faulknerae","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","ACANTHACEAE",48154701,2014-01-09,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,"Yes","49.928","449.748",NA,"4",2,10,1,7,140,447,140,NA
"478",NA,"Justicia breviracemosa","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","ACANTHACEAE",48154805,2014-01-09,"EN","3.1","B2ab(iii)","B2ab(iii)",2,"Decreasing",NA,"Yes","Unknown","Unknown","Unknown",NA,"Yes","19.9712",NA,NA,"2",2,5,2,7,140,447,70,NA
"479",NA,"Justicia faulknerae","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","ACANTHACEAE",48154829,2014-01-09,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)",2,"Decreasing",NA,"Yes","Yes","Yes","Yes",NA,"Yes","39.9424","7160.9",NA,"3",2,5,2,7,140,447,70,NA
"480",NA,"Justicia mariae","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","ACANTHACEAE",48154873,2014-01-10,"EN","3.1","B2ab(iii)","B2ab(iii)",2,"Decreasing",NA,"Yes","Unknown","Unknown","Unknown",NA,"Yes","59.9136","45730",NA,"4",2,5,2,7,140,447,70,NA
"481",NA,"Justicia obtusicapsula","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","ACANTHACEAE",48154893,2014-01-10,"EN","3.1","B2ab(iii)","B2ab(iii)",2,"Decreasing",NA,"Yes",NA,"Unknown","Unknown",NA,"Yes","49.928","7075.92",NA,"5",2,5,2,7,140,447,70,NA
"482",NA,"Lepidagathis plantaginea","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","ACANTHACEAE",48154937,2014-01-10,"EN","3.1","B2ab(iii)","B2ab(iii)",2,"Decreasing",NA,"Yes","Unknown","Unknown","Unknown",NA,"Yes","49.928","8863.87",NA,"4",2,5,2,7,140,447,70,NA
