"","CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","focalCountryPresence","focalCountryOrigin","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
"52","Kaapsehoop Cycad","Encephalartos laevifolius","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",243427920,2020-05-08,"CR","3.1","A2acde; C1+2a(i,ii); D","A2acde; C1+2a(i,ii); D","Extant","Native",1,"Decreasing","Yes","Yes","Yes","Yes",NA,NA,NA,NA,"100-150","6-11","3",4,10,8,10,3200,48,400,NA
"53",NA,"Dioscorea strydomiana","TRACHEOPHYTA","LILIOPSIDA","DIOSCOREALES","DIOSCOREACEAE",16725905,2011-09-22,"CR","3.1","B1ab(v)+2ab(v); C1","B1ab(v)+2ab(v); C1","Extant","Native",1,"Decreasing","Yes",NA,NA,NA,NA,NA,NA,"9","99","249","1",4,10,8,9,2880,53,360,NA
"54","McGregor Pincushion","Leucospermum harpagonatum","TRACHEOPHYTA","MAGNOLIOPSIDA","PROTEALES","PROTEACEAE",185550682,2020-06-09,"CR","3.1","B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i)","B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(i)","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Yes","8","8","75-125","1",4,10,8,9,2880,53,360,NA
"55","Albany Cycad","Encephalartos latifrons","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",243428451,2020-06-06,"CR","3.1","A2acd; C1+2a(i)","A2acd; C1+2a(i)","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,"Yes",NA,NA,NA,"561","70","4",4,10,8,9,2880,53,360,NA
"56",NA,"Khadia beswickii","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","AIZOACEAE",10252889,2003-04-30,"CR","3.1","C1+2a(i,ii)","C1+2a(i,ii)","Extant","Native",1,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,8,8,2560,56,320,NA
"57","Middelburg Cycad","Encephalartos middelburgensis","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",243430159,2020-05-13,"CR","3.1","A2acde; C1","A2acde; C1","Extant","Native",1,"Decreasing","Yes",NA,NA,NA,NA,NA,"Yes",NA,"915","184-200","4",4,10,8,8,2560,56,320,NA
"58","Tristan Albatross","Diomedea dabbenena","CHORDATA","AVES","PROCELLARIIFORMES","DIOMEDEIDAE",132657527,2018-08-07,"CR","3.1","A4ade","A4ade","Extant","Native",1,"Decreasing","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","80","54900000","3400-4800","1",4,10,10,6,2400,58,400,NA
"59",NA,"Juttadinteria albata","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","AIZOACEAE",169801348,2024-03-24,"CR","3.1","A2acde+4acde","A2acde+4acde","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,"No","124","823","500-2000","1",4,10,10,6,2400,58,400,NA
"60","Geometric Tortoise","Psammobates geometricus","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE",173894530,2017-06-13,"CR","3.1","A4ace","A4ace","Extant","Native",1,"Decreasing","Yes","Yes","Yes","Yes","Yes","Yes",NA,NA,"2827","800",NA,4,10,10,6,2400,58,400,NA
"61",NA,"Stoeberia carpii","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","AIZOACEAE",255773087,2024-08-15,"CR","3.1","A2ace+4ace","A2ace+4ace","Extant","Native",1,"Decreasing","Yes","Yes","Unknown",NA,NA,"Yes","No","32","149",NA,"1",4,10,10,6,2400,58,400,NA
"62","Swartland Sugarbush","Protea odorata","TRACHEOPHYTA","MAGNOLIOPSIDA","PROTEALES","PROTEACEAE",185562824,2020-04-14,"CR","3.1","A2ac; B1ab(iii)+2ab(iii); C2a(i,ii); D","A2ac; B1ab(iii)+2ab(iii); C2a(i,ii); D","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Yes","4","4","0-40","1",4,10,5,10,2000,62,400,NA
"63","Grabouw Conebush","Leucadendron globosum","TRACHEOPHYTA","MAGNOLIOPSIDA","PROTEALES","PROTEACEAE",185567567,2020-04-23,"CR","3.1","A2ace; B1ab(iii,v); C2a(i); D","A2ace; B1ab(iii,v); C2a(i); D","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"No","8-24","32-42","6-49","2-8",4,10,5,10,2000,62,400,NA
"64",NA,"Conophytum caroli","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","AIZOACEAE",202851329,2021-11-16,"CR","3.1","A4d","A4d","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Yes","20","901","1000-3500","3",4,10,10,5,2000,62,400,NA
"65","Waxen Cycad","Encephalartos cerinus","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",243424414,2020-05-22,"CR","3.1","A2acd; B1ab(i,ii,v)+2ab(i,ii,v); C2a(i,ii); D","A2acd; B1ab(i,ii,v)+2ab(i,ii,v); C2a(i,ii); D","Possibly Extinct","Native",1,"Decreasing","Yes",NA,NA,"Yes","Yes",NA,"Yes","0-16","0-16","0-5","1",4,10,5,10,2000,62,400,NA
"66",NA,"Anacampseros variabilis","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","ANACAMPSEROTACEAE",255770681,2021-03-22,"CR","3.1","A2ac; B1ab(ii,iii,v)+2ab(ii,iii,v); C2a(i,ii); D","A2ac; B1ab(ii,iii,v)+2ab(ii,iii,v); C2a(i,ii); D","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,"Yes","No","Yes","4","10","1-49","1",4,10,5,10,2000,62,400,NA
"67",NA,"Aspalathus tulbaghensis","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE",176376583,2020-06-03,"CR","3.1","A2c; B1ab(ii,iii,v)","A2c; B1ab(ii,iii,v)","Extant","Native",1,"Decreasing","Yes","Yes","Unknown","Unknown","Yes",NA,"Unknown","12-32","58-64","6795","1",4,10,5,9,1800,67,360,NA
