"CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","focalCountryPresence","focalCountryOrigin","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
NA,"Acropora caroliniana","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165727222,"2023-04-27","VU",3.1,"A3ce","A3ce","Extant","Native",18,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.555555555555556,4,0,0,NA,2.22222222222222,130
NA,"Montipora floweri","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165761359,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",54,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.185185185185185,6,0,0,NA,2.22222222222222,130
NA,"Acropora millepora","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",166002970,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",55,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.181818181818182,6,0,0,NA,2.18181818181818,133
NA,"Pocillopora meandrina","CNIDARIA","ANTHOZOA","SCLERACTINIA","POCILLOPORIDAE",165718756,"2023-10-27","EN",3.1,"A3ce","A3ce","Extant","Native",56,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.178571428571429,6,0,0,NA,2.14285714285714,134
NA,"Astreopora listeri","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165804470,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",57,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.175438596491228,6,0,0,NA,2.10526315789474,135
NA,"Acropora loripes","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165656362,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",58,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.172413793103448,6,0,0,NA,2.06896551724138,136
NA,"Lithophyllon repanda","CNIDARIA","ANTHOZOA","SCLERACTINIA","FUNGIIDAE",165662053,"2022-07-11","EN",3.1,"A3c","A3c","Extant","Native",58,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.172413793103448,6,0,0,NA,2.06896551724138,136
NA,"Acropora pulchra","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165686669,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",58,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.172413793103448,6,0,0,NA,2.06896551724138,136
NA,"Montipora hispida","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165787902,"2023-04-25","EN",3.1,"A3ce","A3ce","Extant","Native",58,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.172413793103448,6,0,0,NA,2.06896551724138,136
NA,"Danafungia scruposa","CNIDARIA","ANTHOZOA","SCLERACTINIA","FUNGIIDAE",165824266,"2022-07-11","EN",3.1,"A3c","A3c","Extant","Native",58,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.172413793103448,6,0,0,NA,2.06896551724138,136
NA,"Acropora monticulosa","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165827961,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",58,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.172413793103448,6,0,0,NA,2.06896551724138,136
NA,"Montipora spumosa","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165946810,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",58,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.172413793103448,6,0,0,NA,2.06896551724138,136
NA,"Acropora secale","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165615514,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",59,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.169491525423729,6,0,0,NA,2.03389830508475,143
"Intermediate Valley Coral","Oulophyllia crispa","CNIDARIA","ANTHOZOA","SCLERACTINIA","MERULINIDAE",165767969,"2023-10-27","EN",3.1,"A3ce","A3ce","Extant","Native",59,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.169491525423729,6,0,0,NA,2.03389830508475,143
NA,"Alveopora allingi","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165836622,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",59,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.169491525423729,6,0,0,NA,2.03389830508475,143
NA,"Acropora verweyi","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165936343,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",59,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.169491525423729,6,0,0,NA,2.03389830508475,143
NA,"Acropora subulata","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",166011138,"2023-03-28","EN",3.1,"A3ce","A3ce","Extant","Native",59,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.169491525423729,6,0,0,NA,2.03389830508475,143
NA,"Acropora divaricata","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165626293,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",60,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.166666666666667,6,0,0,NA,2,148
NA,"Acropora samoensis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165668656,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",60,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.166666666666667,6,0,0,NA,2,148
"Staghorn Coral","Acropora latistella","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165730834,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",60,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.166666666666667,6,0,0,NA,2,148
NA,"Acropora austera","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165747988,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",60,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.166666666666667,6,0,0,NA,2,148
NA,"Montipora turgescens","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165819304,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",60,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.166666666666667,6,0,0,NA,2,148
NA,"Pocillopora acuta","CNIDARIA","ANTHOZOA","SCLERACTINIA","POCILLOPORIDAE",219768281,"2023-10-27","EN",3.1,"A3ce","A3ce","Extant","Native",60,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.166666666666667,6,0,0,NA,2,148
NA,"Acropora selago","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165710104,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",61,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.163934426229508,6,0,0,NA,1.9672131147541,154
NA,"Acropora lutkeni","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165821593,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",61,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.163934426229508,6,0,0,NA,1.9672131147541,154
NA,"Acropora cerealis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165957417,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",61,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.163934426229508,6,0,0,NA,1.9672131147541,154
"Black Teatfish","Holothuria whitmaei","ECHINODERMATA","HOLOTHUROIDEA","ASPIDOCHIROTIDA","HOLOTHURIIDAE",1630988,"2010-05-18","EN",3.1,"A2bd","A2bd","Extant","Native",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.32258064516129,3,0,0,NA,1.93548387096774,157
NA,"Acropora robusta","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165794325,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",62,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.161290322580645,6,0,0,NA,1.93548387096774,157
NA,"Acropora gemmifera","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165832731,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",62,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.161290322580645,6,0,0,NA,1.93548387096774,157
NA,"Montipora danae","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165897161,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",62,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.161290322580645,6,0,0,NA,1.93548387096774,157
NA,"Acropora intermedia","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",218756129,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",62,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.161290322580645,6,0,0,NA,1.93548387096774,157
NA,"Acropora microphthalma","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165679447,"2023-03-26","EN",3.1,"A3ce","A3ce","Extant","Native",63,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.158730158730159,6,0,0,NA,1.9047619047619,162
NA,"Lithophyllon concinna","CNIDARIA","ANTHOZOA","SCLERACTINIA","FUNGIIDAE",165879990,"2022-07-11","EN",3.1,"A3c","A3c","Extant","Native",63,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.158730158730159,6,0,0,NA,1.9047619047619,162
NA,"Acropora valenciennesi","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165978585,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",63,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.158730158730159,6,0,0,NA,1.9047619047619,162
NA,"Acropora abrotanoides","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165994001,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",63,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.158730158730159,6,0,0,NA,1.9047619047619,162
NA,"Montipora mollis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",166006972,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",63,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.158730158730159,6,0,0,NA,1.9047619047619,162
"Finger Coral","Acropora humilis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165665320,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",64,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.15625,6,0,0,NA,1.875,167
NA,"Acropora digitifera","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165795607,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",64,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.15625,6,0,0,NA,1.875,167
"Largebrain Root Coral","Lobophyllia hemprichii","CNIDARIA","ANTHOZOA","SCLERACTINIA","LOBOPHYLLIIDAE",165880675,"2022-07-11","EN",3.1,"A3ce","A3ce","Extant","Native",64,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.15625,6,0,0,NA,1.875,167
"Brush Coral","Acropora hyacinthus","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165910938,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",64,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.15625,6,0,0,NA,1.875,167
NA,"Acropora clathrata","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165771425,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",65,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.153846153846154,6,0,0,NA,1.84615384615385,171
NA,"Acropora cytherea","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165826487,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",65,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.153846153846154,6,0,0,NA,1.84615384615385,171
NA,"Acropora tenuis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165678669,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",66,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.151515151515152,6,0,0,NA,1.81818181818182,173
NA,"Acropora horrida","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165829820,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",66,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.151515151515152,6,0,0,NA,1.81818181818182,173
NA,"Pachyseris gemmae","CNIDARIA","ANTHOZOA","SCLERACTINIA","NOT ASSIGNED",165633450,"2023-10-27","VU",3.1,"A3ce","A3ce","Extant","Native",22,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.454545454545455,4,0,0,NA,1.81818181818182,173
NA,"Montipora efflorescens","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165755570,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",68,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.147058823529412,6,0,0,NA,1.76470588235294,176
NA,"Pavona duerdeni","CNIDARIA","ANTHOZOA","SCLERACTINIA","AGARICIIDAE",166020214,"2023-10-24","EN",3.1,"A3ce","A3ce","Extant","Native",69,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.144927536231884,6,0,0,NA,1.73913043478261,177
NA,"Montipora informis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165703003,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",70,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.142857142857143,6,0,0,NA,1.71428571428571,178
NA,"Montipora foliosa","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165705966,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",70,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.142857142857143,6,0,0,NA,1.71428571428571,178
NA,"Montipora aequituberculata","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165827190,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",70,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.142857142857143,6,0,0,NA,1.71428571428571,178
NA,"Montipora tuberculosa","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165843018,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",70,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.142857142857143,6,0,0,NA,1.71428571428571,178
NA,"Acropora muricata","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",219836713,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",70,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.142857142857143,6,0,0,NA,1.71428571428571,178
NA,"Montipora venosa","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165985544,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",71,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.140845070422535,6,0,0,NA,1.69014084507042,183
NA,"Millepora tenera","CNIDARIA","HYDROZOA","ANTHOATHECATA","MILLEPORIDAE",179617703,"2022-07-11","EN",3.1,"A3ce","A3ce","Extant","Native",72,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.138888888888889,6,0,0,NA,1.66666666666667,184
NA,"Acropora nasuta","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165788565,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",73,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.136986301369863,6,0,0,NA,1.64383561643836,185
"Golden Sandfish","Holothuria lessoni","ECHINODERMATA","HOLOTHUROIDEA","ASPIDOCHIROTIDA","HOLOTHURIIDAE",1609567,"2010-05-18","EN",3.1,"A2bd","A2bd","Extant","Native",37,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.27027027027027,3,0,0,NA,1.62162162162162,186
NA,"Millepora platyphylla","CNIDARIA","HYDROZOA","ANTHOATHECATA","MILLEPORIDAE",179623155,"2022-07-11","EN",3.1,"A3ce","A3ce","Extant","Native",74,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.135135135135135,6,0,0,NA,1.62162162162162,186
NA,"Acropora valida","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165816927,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",76,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.131578947368421,6,0,0,NA,1.57894736842105,188
NA,"Pocillopora verrucosa","CNIDARIA","ANTHOZOA","SCLERACTINIA","POCILLOPORIDAE",165766340,"2023-10-27","EN",3.1,"A3ce","A3ce","Extant","Native",77,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.12987012987013,6,0,0,NA,1.55844155844156,189
"Oceanic Whitetip Shark","Carcharhinus longimanus","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE",2911619,"2018-11-07","CR",3.1,"A2bd","A2bd","Extant","Native",133,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.075187969924812,5,0,0,NA,1.50375939849624,190
"Cauliflower Coral","Pocillopora damicornis","CNIDARIA","ANTHOZOA","SCLERACTINIA","POCILLOPORIDAE",165779794,"2023-10-27","EN",3.1,"A3ce","A3ce","Extant","Native",83,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.120481927710843,6,0,0,NA,1.44578313253012,191
"Spotted Seahorse","Hippocampus kuda","CHORDATA","ACTINOPTERYGII","SYNGNATHIFORMES","SYNGNATHIDAE",16664386,"2012-08-16","VU",3.1,"A2cd+3cd+4cd","A2cd+3cd+4cd","Extant","Native",28,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.357142857142857,4,0,0,NA,1.42857142857143,192
"Kitefin Shark","Dalatias licha","CHORDATA","CHONDRICHTHYES","SQUALIFORMES","DALATIIDAE",3111662,"2017-07-03","VU",3.1,"A2bd+3d","A2bd+3d","Extant","Native",30,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.333333333333333,4,0,0,NA,1.33333333333333,193
"Island Mackerel","Rastrelliger faughni","CHORDATA","ACTINOPTERYGII","PERCIFORMES","SCOMBRIDAE",170086625,"2022-03-01","VU",3.1,"A2bd","A2bd","Extant","Native",15,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.666666666666667,2,0,0,NA,1.33333333333333,193
"Coconut Crab","Birgus latro","ARTHROPODA","MALACOSTRACA","DECAPODA","COENOBITIDAE",126813586,"2018-08-06","VU",3.1,"A2cd+4cd","A2cd+4cd","Extant","Native",31,"Decreasing","Yes",NA,NA,NA,"Yes","Yes","No","546-125329","81056813",NA,"135",1,0.32258064516129,4,0,0,NA,1.29032258064516,195
"Porcupine Ray","Urogymnus asperrimus","CHORDATA","CHONDRICHTHYES","MYLIOBATIFORMES","DASYATIDAE",124411670,"2023-06-16","EN",3.1,"A2cd","A2cd","Extant","Native",50,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.2,3,0,0,NA,1.2,196
"Short Mackerel","Rastrelliger brachysoma","CHORDATA","ACTINOPTERYGII","PERCIFORMES","SCOMBRIDAE",170085723,"2022-03-01","VU",3.1,"A2bd","A2bd","Extant","Native",17,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.588235294117647,2,0,0,NA,1.17647058823529,197
NA,"Holothuria scabra","ECHINODERMATA","HOLOTHUROIDEA","ASPIDOCHIROTIDA","HOLOTHURIIDAE",1606648,"2010-05-18","EN",3.1,"A2bd","A2bd","Extant","Native",52,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.192307692307692,3,0,0,NA,1.15384615384615,198
"Pineapple Sea Cucumber","Thelenota ananas","ECHINODERMATA","HOLOTHUROIDEA","ASPIDOCHIROTIDA","STICHOPODIDAE",1636021,"2010-05-18","EN",3.1,"A2bd","A2bd","Extant","Native",56,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.178571428571429,3,0,0,NA,1.07142857142857,199
"Indo-Pacific Leopard Shark","Stegostoma tigrinum","CHORDATA","CHONDRICHTHYES","ORECTOLOBIFORMES","STEGOSTOMATIDAE",124425292,"2023-06-22","EN",3.1,"A2bcd","A2bcd","Extant","Native",57,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.175438596491228,3,0,0,NA,1.05263157894737,200
NA,"Acropora speciosa","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165839718,"2023-04-27","VU",3.1,"A3ce","A3ce","Extant","Native",39,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.256410256410256,4,0,0,NA,1.02564102564103,201
NA,"Anacropora forbesi","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165840972,"2023-04-27","VU",3.1,"A3ce","A3ce","Extant","Native",39,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.256410256410256,4,0,0,NA,1.02564102564103,201
"Humphead Wrasse","Cheilinus undulatus","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LABRIDAE",264488576,"2024-07-17","EN",3.1,"A2bcd","A2bcd","Extant","Native",59,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.169491525423729,3,0,0,NA,1.01694915254237,203
"Horse's Hoof Clam","Hippopus hippopus","MOLLUSCA","BIVALVIA","CARDIIDA","CARDIIDAE",117405498,"2024-05-24","VU",3.1,"A2acd","A2acd","Extant","Reintroduced",20,"Decreasing","Yes","Yes",NA,"Yes","Yes","Yes","No","2020","34536929",NA,NA,1,0.5,2,0,0,NA,1,204
NA,"Pavona minuta","CNIDARIA","ANTHOZOA","SCLERACTINIA","AGARICIIDAE",165623343,"2023-10-24","VU",3.1,"A3ce","A3ce","Extant","Native",42,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.238095238095238,4,0,0,NA,0.952380952380952,205
"Reef Manta Ray","Mobula alfredi","CHORDATA","CHONDRICHTHYES","MYLIOBATIFORMES","MOBULIDAE",214395983,"2018-11-09","VU",3.1,"A2bcd+3d","A2bcd+3d","Extant","Native",42,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.238095238095238,4,0,0,NA,0.952380952380952,205
"Sharptooth Lemon Shark","Negaprion acutidens","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE",173435545,"2020-07-16","EN",3.1,"A2bd","A2bd","Extant","Native",64,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.15625,3,0,0,NA,0.9375,207
NA,"Lobophyllia robusta","CNIDARIA","ANTHOZOA","SCLERACTINIA","LOBOPHYLLIIDAE",165708290,"2022-07-11","VU",3.1,"A3ce","A3ce","Extant","Native",44,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.227272727272727,4,0,0,NA,0.909090909090909,208
"Grey Reef Shark","Carcharhinus amblyrhynchos","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE",173433550,"2020-07-03","EN",3.1,"A2bcd","A2bcd","Extant","Native",68,"Decreasing",NA,"Yes",NA,NA,NA,NA,"No",NA,NA,NA,NA,2,0.147058823529412,3,0,0,NA,0.882352941176471,209
"Harlequin Filefish","Oxymonacanthus longirostris","CHORDATA","ACTINOPTERYGII","TETRAODONTIFORMES","MONACANTHIDAE",115476659,"2015-07-05","VU",3.1,"A3c","A3c","Extant","Native",47,"Decreasing","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.212765957446809,4,0,0,NA,0.851063829787234,210
NA,"Astreopora expansa","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165782523,"2023-04-26","VU",3.1,"A3ce","A3ce","Extant","Native",47,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.212765957446809,4,0,0,NA,0.851063829787234,210
NA,"Montipora hoffmeisteri","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",166019596,"2023-04-27","VU",3.1,"A3ce","A3ce","Extant","Native",47,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.212765957446809,4,0,0,NA,0.851063829787234,210
"Spotted Eagle Ray","Aetobatus ocellatus","CHORDATA","CHONDRICHTHYES","MYLIOBATIFORMES","AETOBATIDAE",124549514,"2023-07-06","EN",3.1,"A2bcd","A2bcd","Extant","Native",72,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.138888888888889,3,0,0,NA,0.833333333333333,213
"Birdsnest Coral","Seriatopora caliendrum","CNIDARIA","ANTHOZOA","SCLERACTINIA","POCILLOPORIDAE",165683704,"2023-10-27","VU",3.1,"A3ce","A3ce","Extant","Native",51,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.196078431372549,4,0,0,NA,0.784313725490196,214
