"","CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
"317",NA,"Spinibarbus polylepis","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE",214529371,2023-11-20,"EN","3.1","B1ab(iii)","B1ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,"Yes",NA,"4899",NA,"3-5",2,10,2,7,280,301,140,NA
"318",NA,"Lithocarpus talangensis","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE",219169043,2020-12-14,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)",1,"Decreasing",NA,"Yes","Yes","Yes","Yes","Yes","Yes","12","11304",NA,"3",2,10,2,7,280,301,140,NA
"319",NA,"Lithocarpus howii","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","FAGACEAE",219175490,2020-12-14,"EN","3.1","B2ab(ii,iii,iv,v)","B2ab(ii,iii,iv,v)",1,"Decreasing","Yes","Yes","Yes",NA,"Yes","Yes","Yes","12","6945",NA,"3",2,10,2,7,280,301,140,NA
"320",NA,"Acer yangbiense","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE",1984196,2018-08-08,"EN","3.1","C2a(i,ii)","C2a(i,ii)",1,"Decreasing","Yes","Yes",NA,NA,NA,"No",NA,"56","218","250-577",NA,2,10,2,6,240,320,120,NA
"321",NA,"Magnolia crassipes","TRACHEOPHYTA","MAGNOLIOPSIDA","MAGNOLIALES","MAGNOLIACEAE",2290808,2014-08-13,"EN","3.1","B2ab(iii,v); C2a(ii)","B2ab(iii,v); C2a(ii)",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"100",NA,"1000","1",2,10,2,6,240,320,120,NA
"322",NA,"Magnolia decidua","TRACHEOPHYTA","MAGNOLIOPSIDA","MAGNOLIALES","MAGNOLIACEAE",2290949,2007-04-02,"EN","3.1","B1ab(iii,v)+2ab(iii,v); C2a(ii)","B1ab(iii,v)+2ab(iii,v); C2a(ii)",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"10-500","100-4000","500","1",2,10,2,6,240,320,120,NA
"323","Hainan Gymnure","Neohylomys hainanensis","CHORDATA","MAMMALIA","EULIPOTYPHLA","ERINACEIDAE",22326961,2015-09-14,"EN","3.1","B1ab(iii)","B1ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"4595",NA,"1",2,10,2,6,240,320,120,NA
"324","Kozlov's Pika","Ochotona koslowi","CHORDATA","MAMMALIA","LAGOMORPHA","OCHOTONIDAE",45178669,2018-06-01,"EN","3.1","A2c","A2c",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"96348",NA,"10",2,10,6,2,240,320,120,NA
"325","Puxiong Toothed Toad","Oreolalax puxiongensis","CHORDATA","AMPHIBIA","ANURA","MEGOPHRYIDAE",63861392,2019-06-19,"EN","3.1","B1ab(iii,v)","B1ab(iii,v)",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,NA,"1249.431",NA,"1",2,10,2,6,240,320,120,NA
"326","Leishan Moustache Toad","Leptobrachium leishanense","CHORDATA","AMPHIBIA","ANURA","MEGOPHRYIDAE",63864909,2019-06-21,"EN","3.1","B1ab(iii,v)","B1ab(iii,v)",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,NA,"2876.918",NA,"1",2,10,2,6,240,320,120,NA
