"CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","focalCountryPresence","focalCountryOrigin","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
"Mensungow","Beilschmiedia dictyoneura","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",120455723,"2017-11-15","VU",3.1,"A2c","A2c","Extant","Native",2,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,"1004500",NA,NA,1,5,2,0,0,NA,10,327
NA,"Gonystylus maingayi","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","THYMELAEACEAE",121993372,"2018-02-26","VU",3.1,"A4cd","A4cd","Extant","Native",4,"Decreasing","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.5,4,0,0,NA,10,327
"Irrawaddy Dolphin","Orcaella brevirostris","CHORDATA","MAMMALIA","ARTIODACTYLA","DELPHINIDAE",123790805,"2017-08-30","EN",3.1,"A2cd+3cd+4cd","A2cd+3cd+4cd","Extant","Native",12,"Decreasing","Yes","Yes",NA,"No","Yes",NA,NA,NA,NA,NA,NA,2,0.833333333333333,6,0,0,NA,10,327
"Indonesian Shortnose Spurdog","Squalus hemipinnis","CHORDATA","CHONDRICHTHYES","SQUALIFORMES","SQUALIDAE",124480327,"2019-11-21","VU",3.1,"A2d","A2d","Extant","Native",2,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,0,0,NA,10,327
"Round Whipray","Maculabatis pastinacoides","CHORDATA","CHONDRICHTHYES","MYLIOBATIFORMES","DASYATIDAE",124503092,"2020-05-20","EN",3.1,"A2d","A2d","Extant","Native",6,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.66666666666667,3,0,0,NA,10,327
"Whitefin Smoothhound","Mustelus widodoi","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","TRIAKIDAE",124509147,"2020-05-12","VU",3.1,"A2d","A2d","Extant","Native",2,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,0,0,NA,10,327
"Black Hornbill","Anthracoceros malayanus","CHORDATA","AVES","BUCEROTIFORMES","BUCEROTIDAE",132372259,"2018-08-09","VU",3.1,"A2cd+3cd+4cd","A2cd+3cd+4cd","Extant","Native",4,"Decreasing","Yes","Yes","Yes","Yes","Yes","Unknown","No",NA,"3050000","U",NA,1,2.5,4,0,0,NA,10,327
NA,"Shorea collaris","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",149073899,"2019-06-30","VU",3.1,"A2cd","A2cd","Extant","Native",2,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,0,0,NA,10,327
NA,"Astreopora incrustans","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165717174,"2023-04-26","EN",3.1,"A3ce","A3ce","Extant","Native",12,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.833333333333333,6,0,0,NA,10,327
NA,"Astreopora moretonensis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165755091,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",12,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.833333333333333,6,0,0,NA,10,327
NA,"Montipora porites","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165763867,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",12,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.833333333333333,6,0,0,NA,10,327
NA,"Acropora loisetteae","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165866808,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",12,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.833333333333333,6,0,0,NA,10,327
NA,"Acropora hoeksemai","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165870296,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",12,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.833333333333333,6,0,0,NA,10,327
NA,"Montipora mactanensis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165888706,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",12,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.833333333333333,6,0,0,NA,10,327
NA,"Acropora kosurini","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165921753,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",12,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.833333333333333,6,0,0,NA,10,327
NA,"Acropora indonesia","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165968946,"2023-03-21","EN",3.1,"A3ce","A3ce","Extant","Native",12,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.833333333333333,6,0,0,NA,10,327
"Borneo Broadfin Shark","Lamiopsis tephrodes","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE",169766323,"2020-05-20","EN",3.1,"A2d","A2d","Extant","Native",6,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.66666666666667,3,0,0,NA,10,327
"Malay Crested Fireback","Lophura rufa","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE",184588512,"2020-09-08","VU",3.1,"A2cd+3cd+4cd","A2cd+3cd+4cd","Extant","Native",4,"Decreasing","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","No",NA,"1320000","U",NA,1,2.5,4,0,0,NA,10,327
"Rhinoceros Hornbill","Buceros rhinoceros","CHORDATA","AVES","BUCEROTIFORMES","BUCEROTIDAE",184960407,"2020-09-15","VU",3.1,"A3cd+4cd","A3cd+4cd","Extant","Native",4,"Decreasing","Yes","Yes","Yes","Unknown","Yes","Unknown","No",NA,"3370000","U",NA,1,2.5,4,0,0,NA,10,327
NA,"Gonystylus consanguineus","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","THYMELAEACEAE",194603379,"2021-01-26","VU",3.1,"A2cd","A2cd","Extant","Native",2,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,"305156",NA,NA,1,5,2,0,0,NA,10,327
NA,"Gonystylus micranthus","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","THYMELAEACEAE",194677905,"2021-01-18","VU",3.1,"A2bc","A2bc","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"25050-355410",NA,NA,1,5,2,0,0,NA,10,327
"Seri's Sheath-tailed Bat","Emballonura serii","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE",209523175,"2019-07-21","VU",3.1,"A2c","A2c","Extant","Native",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,0,0,NA,10,327
"Short-toed Coucal","Centropus rectunguis","CHORDATA","AVES","CUCULIFORMES","CUCULIDAE",221371189,"2022-09-21","VU",3.1,"A2c+3c+4c","A2c+3c+4c","Extant","Native",4,"Decreasing","Unknown","Yes","Unknown","Unknown","Yes","Unknown","No",NA,"2780000","U",NA,1,2.5,4,0,0,NA,10,327
"Cinnamon-rumped Trogon","Harpactes orrhophaeus","CHORDATA","AVES","TROGONIFORMES","TROGONIDAE",221399686,"2023-03-03","VU",3.1,"A2c+3c+4c","A2c+3c+4c","Extant","Native",4,"Decreasing","Yes","Yes","Yes","Yes","Yes","Yes","No",NA,"2700000","U",NA,1,2.5,4,0,0,NA,10,327
"Large Frogmouth","Batrachostomus auritus","CHORDATA","AVES","CAPRIMULGIFORMES","PODARGIDAE",224168266,"2023-02-16","VU",3.1,"A2c+3c+4c","A2c+3c+4c","Extant","Native",4,"Decreasing","Unknown","Yes","Yes","Unknown","Yes","Unknown","No",NA,"2410000","U",NA,1,2.5,4,0,0,NA,10,327
NA,"Montipora malampaya","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165672515,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",13,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.769230769230769,6,0,0,NA,9.23076923076923,371
NA,"Montipora maeandrina","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165709672,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",13,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.769230769230769,6,0,0,NA,9.23076923076923,371
NA,"Montipora cactus","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165727645,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",13,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.769230769230769,6,0,0,NA,9.23076923076923,371
NA,"Montipora carinata","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",219836783,"2023-04-25","EN",3.1,"A3ce","A3ce","Extant","Native",13,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.769230769230769,6,0,0,NA,9.23076923076923,371
"Giant Clam","Tridacna gigas","MOLLUSCA","BIVALVIA","CARDIIDA","CARDIIDAE",119167161,"2024-05-23","CR",3.1,"A2acd","A2acd","Extant","Native",23,"Decreasing","Yes","Yes",NA,"Yes","Yes","Yes","No","2028","8295968",NA,NA,4,0.434782608695652,5,0,0,NA,8.69565217391304,375
"Black Marsh Turtle","Siebenrockiella crassicollis","CHORDATA","REPTILIA","TESTUDINES","GEOEMYDIDAE",2930856,"2018-03-13","EN",3.1,"A2cd","A2cd","Extant","Native",7,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.42857142857143,3,0,0,NA,8.57142857142857,376
"Spiny Turtle","Heosemys spinosa","CHORDATA","REPTILIA","TESTUDINES","GEOEMYDIDAE",3152508,"2018-03-13","EN",3.1,"A2cd","A2cd","Extant","Native",7,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.42857142857143,3,0,0,NA,8.57142857142857,376
NA,"Acropora turaki","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165625869,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",14,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.714285714285714,6,0,0,NA,8.57142857142857,376
NA,"Acropora kimbeensis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165785672,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",14,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.714285714285714,6,0,0,NA,8.57142857142857,376
NA,"Pocillopora zelli","CNIDARIA","ANTHOZOA","SCLERACTINIA","POCILLOPORIDAE",165937264,"2023-10-27","EN",3.1,"A3ce","A3ce","Extant","Native",14,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.714285714285714,6,0,0,NA,8.57142857142857,376
"Temminck's Flying Squirrel","Petinomys setosus","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE",22241609,"2016-02-04","VU",3.1,"A2c+3c+4c","A2c+3c+4c","Extant","Native",5,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,"4936525",NA,NA,1,2,4,0,0,NA,8,381
"Green Sawfish","Pristis zijsron","CHORDATA","CHONDRICHTHYES","RHINOPRISTIFORMES","PRISTIDAE",58304631,"2022-03-11","CR",3.1,"A2cd","A2cd","Extant","Native",25,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.4,5,0,0,NA,8,381
NA,"Dillenia pulchella","TRACHEOPHYTA","MAGNOLIOPSIDA","DILLENIALES","DILLENIACEAE",61995413,"2023-01-23","VU",3.1,"A4cd","A4cd","Extant","Native",5,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,NA,"1311815",NA,NA,1,2,4,0,0,NA,8,381
NA,"Acropora sukarnoi","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165758979,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",15,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.666666666666667,6,0,0,NA,8,381
NA,"Montipora confusa","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165853431,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",15,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.666666666666667,6,0,0,NA,8,381
"Grey-cheeked Bulbul","Alophoixus tephrogenys","CHORDATA","AVES","PASSERIFORMES","PYCNONOTIDAE",175771433,"2020-08-19","VU",3.1,"A2cd+3cd+4cd","A2cd+3cd+4cd","Extant","Native",5,"Decreasing","Yes","Yes","Unknown","Unknown","Unknown","Unknown","No",NA,"3310000","U",NA,1,2,4,0,0,NA,8,381
"Great Argus","Argusianus argus","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE",183255774,"2020-08-26","VU",3.1,"A2acd+3cd+4acd","A2acd+3cd+4acd","Extant","Native",5,"Decreasing","Yes","Yes","Unknown","Unknown","Unknown","Unknown","No",NA,"3430000",NA,NA,1,2,4,0,0,NA,8,381
"Crested Partridge","Rollulus rouloul","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE",196436384,"2021-02-22","VU",3.1,"A2cd+3cd+4cd","A2cd+3cd+4cd","Extant","Native",5,"Decreasing","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","No",NA,"3742300","U",NA,1,2,4,0,0,NA,8,381
"Large Green-pigeon","Treron capellei","CHORDATA","AVES","COLUMBIFORMES","COLUMBIDAE",217936434,"2022-06-09","VU",3.1,"A2cd+3cd+4cd","A2cd+3cd+4cd","Extant","Native",5,"Decreasing","Yes","Yes","Unknown","Unknown","Yes","Unknown","No",NA,"3650000","10000-19999",NA,1,2,4,0,0,NA,8,381
"Jambu Fruit-dove","Ramphiculus jambu","CHORDATA","AVES","COLUMBIFORMES","COLUMBIDAE",218158050,"2024-05-20","VU",3.1,"A2cd+3cd+4cd","A2cd+3cd+4cd","Extant","Native",5,"Decreasing","Yes","Yes","Unknown","Unknown","Yes","Unknown","No",NA,"3000000","U",NA,1,2,4,0,0,NA,8,381
"Long-tailed Macaque","Macaca fascicularis","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE",273015436,"2024-10-28","EN",3.1,"A2cd+3cd+4cd","A2cd+3cd+4cd","Extant","Native",15,"Decreasing","Yes","Yes",NA,NA,NA,"Yes","No",NA,NA,NA,NA,2,0.666666666666667,6,0,0,NA,8,381
NA,"Dipterocarpus hasseltii","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",2804014,"2017-02-23","EN",3.1,"A2cd","A2cd","Extant","Native",8,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"6812785.8",NA,NA,2,1.25,3,0,0,NA,7.5,392
NA,"Dipterocarpus grandiflorus","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",2830533,"2017-02-23","EN",3.1,"A2cd","A2cd","Extant","Native",8,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,"6329344.9",NA,NA,2,1.25,3,0,0,NA,7.5,392
"Large Flying-fox","Pteropus vampyrus","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE",22088824,"2021-09-01","EN",3.1,"A2bcd","A2bcd","Extant","Native",8,"Decreasing","Yes","Yes",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,2,1.25,3,0,0,NA,7.5,392
"Narrow Cowtail Ray","Pastinachus gracilicaudus","CHORDATA","CHONDRICHTHYES","MYLIOBATIFORMES","DASYATIDAE",104306117,"2020-05-19","EN",3.1,"A2d","A2d","Extant","Native",8,"Decreasing",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,2,1.25,3,0,0,NA,7.5,392
NA,"Pocillopora kelleheri","CNIDARIA","ANTHOZOA","SCLERACTINIA","POCILLOPORIDAE",165608701,"2023-10-27","EN",3.1,"A3ce","A3ce","Extant","Native",16,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.625,6,0,0,NA,7.5,392
NA,"Acropora multiacuta","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165664392,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",16,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.625,6,0,0,NA,7.5,392
NA,"Montipora vietnamensis","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165763432,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",16,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.625,6,0,0,NA,7.5,392
NA,"Acropora lokani","CNIDARIA","ANTHOZOA","SCLERACTINIA","ACROPORIDAE",165817711,"2023-04-27","EN",3.1,"A3ce","A3ce","Extant","Native",16,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.625,6,0,0,NA,7.5,392
"Whitenose Whipray","Pateobatis uarnacoides","CHORDATA","CHONDRICHTHYES","MYLIOBATIFORMES","DASYATIDAE",175221157,"2020-05-13","EN",3.1,"A2d","A2d","Extant","Native",8,"Decreasing",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,2,1.25,3,0,0,NA,7.5,392
"Ornate Eagle Ray","Aetomylaeus vespertilio","CHORDATA","CHONDRICHTHYES","MYLIOBATIFORMES","MYLIOBATIDAE",124440895,"2023-06-20","CR",3.1,"A2cd","A2cd","Extant","Native",27,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.37037037037037,5,0,0,NA,7.40740740740741,401
NA,"Lobophyllia dentata","CNIDARIA","ANTHOZOA","SCLERACTINIA","LOBOPHYLLIIDAE",165952004,"2022-07-11","EN",3.1,"A3ce","A3ce","Extant","Native",17,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.588235294117647,6,0,0,NA,7.05882352941176,402
NA,"Diospyros coriacea","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","EBENACEAE",1396149,"2019-05-12","VU",3.1,"A2cd","A2cd","Extant","Native",3,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"91487",NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
"Azure Demoiselle","Chrysiptera hemicyanea","CHORDATA","ACTINOPTERYGII","NOT ASSIGNED","POMACENTRIDAE",1870440,"2021-08-01","VU",3.1,"A2c","A2c","Extant","Native",3,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
NA,"Dipterocarpus retusus","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",2817693,"2017-02-24","EN",3.1,"A2cd","A2cd","Extant","Native",9,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"4913026",NA,NA,2,1.11111111111111,3,0,0,NA,6.66666666666667,403
NA,"Dipterocarpus kerrii","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",2830703,"2017-02-24","EN",3.1,"A2cd","A2cd","Extant","Native",9,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"3293453",NA,NA,2,1.11111111111111,3,0,0,NA,6.66666666666667,403
NA,"Hopea beccariana","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",2832334,"2017-03-01","VU",3.1,"A2cd","A2cd","Extant","Native",3,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"1480142.9",NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
NA,"Dipterocarpus crinitus","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",2836891,"2017-02-22","VU",3.1,"A2cd","A2cd","Extant","Native",3,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,"1503261",NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
"Meranti Merah","Shorea singkawang","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",2837343,"2017-03-07","VU",3.1,"A2cd","A2cd","Extant","Native",3,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"2012412",NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
"Karas bulu’","Aquilaria hirta","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","THYMELAEACEAE",2853368,"2018-02-22","VU",3.1,"A2cd","A2cd","Extant","Native",3,"Decreasing","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
NA,"Horsfieldia fragillima","TRACHEOPHYTA","MAGNOLIOPSIDA","MAGNOLIALES","MYRISTICACEAE",9670119,"1998-01-01","VU",2.3,"A1c","A2c","Extant","Native",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
NA,"Canarium pseudodecumanum","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","BURSERACEAE",9685044,"1998-01-01","VU",2.3,"A1cd+2cd","A2c(,)d(,)","Extant","Native",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
"East Himalayan Yew","Taxus wallichiana","TRACHEOPHYTA","PINOPSIDA","PINALES","TAXACEAE",9730085,"2010-12-13","EN",3.1,"A2acd","A2acd","Extant","Native",9,"Decreasing","Yes","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,2,1.11111111111111,3,0,0,NA,6.66666666666667,403
NA,"Dyera polyphylla","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","APOCYNACEAE",9770852,"1998-01-01","VU",2.3,"A1cd","A2cd","Extant","Native",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
NA,"Alangium havilandii","TRACHEOPHYTA","MAGNOLIOPSIDA","CORNALES","CORNACEAE",9875885,"1998-01-01","VU",2.3,"A1c","A2c","Extant","Native",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
NA,"Calophyllum havilandii","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","CALOPHYLLACEAE",9876291,"1998-01-01","VU",2.3,"A1cd+2cd","A2c(,)d(,)","Extant","Native",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
NA,"Aglaia ramotricha","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","MELIACEAE",10007533,"1998-01-01","VU",2.3,"A1c","A2c","Extant","Native",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
NA,"Aglaia scortechinii","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","MELIACEAE",10008263,"1998-01-01","VU",2.3,"A1c","A2c","Extant","Native",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
NA,"Myristica extensa","TRACHEOPHYTA","MAGNOLIOPSIDA","MAGNOLIALES","MYRISTICACEAE",10042801,"1998-01-01","VU",2.3,"A1c","A2c","Extant","Native",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
NA,"Anisophyllea ferruginea","TRACHEOPHYTA","MAGNOLIOPSIDA","CUCURBITALES","ANISOPHYLLEACEAE",10066442,"1998-01-01","VU",2.3,"A1cd","A2cd","Extant","Native",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
"Sundaic Haeromys","Haeromys pusillus","CHORDATA","MAMMALIA","RODENTIA","MURIDAE",22449670,"2016-04-30","VU",3.1,"A2c","A2c","Extant","Native",3,"Decreasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
"Barbour's Seahorse","Hippocampus barbouri","CHORDATA","ACTINOPTERYGII","SYNGNATHIFORMES","SYNGNATHIDAE",54906903,"2017-01-19","VU",3.1,"A2cd","A2cd","Extant","Native",3,"Decreasing","Yes","Yes",NA,NA,NA,"Unknown","No",NA,NA,NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
NA,"Madhuca sericea","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","SAPOTACEAE",61963952,"2018-11-13","VU",3.1,"A2c","A2c","Extant","Native",3,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
"Punah","Tetramerista glabra","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","TETRAMERISTACEAE",61966303,"2019-02-14","VU",3.1,"A2cd","A2cd","Extant","Native",3,"Decreasing","Yes","Yes",NA,NA,"Yes","Yes","No",NA,"1717581",NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
NA,"Anisoptera marginata","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",68069678,"2019-12-19","VU",3.1,"A2cd","A2cd","Extant","Native",3,"Decreasing",NA,NA,NA,"Yes","Yes",NA,NA,"2000","1763964",NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
"Red Balau","Shorea ochrophloia","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",68074647,"2018-08-01","VU",3.1,"A2cd","A2cd","Extant","Native",3,"Decreasing",NA,"Yes",NA,"Yes",NA,NA,NA,NA,"80000",NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
NA,"Upuna borneensis","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",68075816,"2019-06-30","VU",3.1,"A2cd","A2cd","Extant","Native",3,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
"Timbangan","Artocarpus tamaran","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","MORACEAE",86533443,"2017-10-03","VU",3.1,"A2c","A2c","Extant","Native",3,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"425800",NA,NA,1,3.33333333333333,2,0,0,NA,6.66666666666667,403
