"","CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
"2453",NA,"Persea bilocularis","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",146871339,2023-11-24,"EN","3.1","B1ab(ii,iii)+2ab(ii,iii)","B1ab(ii,iii)+2ab(ii,iii)",1,"Unknown",NA,"Yes",NA,NA,"Yes",NA,NA,"32","254.57",NA,"3",2,10,1,4,80,2360,80,NA
"2454",NA,"Miconia glomerulifera","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","MELASTOMATACEAE",146871454,2023-11-21,"EN","3.1","B1ab(ii,iii)+2ab(ii,iii)","B1ab(ii,iii)+2ab(ii,iii)",1,"Unknown",NA,"Yes",NA,NA,"Yes",NA,NA,"36","4154.1",NA,"4",2,10,1,4,80,2360,80,NA
"2455",NA,"Triplaris efistulifera","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","POLYGONACEAE",146871619,2023-11-21,"EN","3.1","B2ab(ii,iii)","B2ab(ii,iii)",1,"Unknown",NA,"Yes",NA,NA,"Yes",NA,NA,"24","26240",NA,"5",2,10,1,4,80,2360,80,NA
"2456",NA,"Cecropia annulata","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","URTICACEAE",146871847,2023-04-25,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"16","1015",NA,"4",2,10,1,4,80,2360,80,NA
"2457",NA,"Coussapoa david-smithii","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","URTICACEAE",146871857,2023-04-25,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"28","126",NA,"3",2,10,1,4,80,2360,80,NA
"2458",NA,"Ardisia ruedae","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","PRIMULACEAE",148003551,2021-12-29,"EN","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,NA,"12","211.117",NA,"3",2,10,1,4,80,2360,80,NA
"2459",NA,"Cedrela monroana","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","MELIACEAE",148323165,2023-11-24,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"24","933",NA,"5",2,10,1,4,80,2360,80,NA
"2460",NA,"Shorea cordata","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","DIPTEROCARPACEAE",149070202,2019-06-30,"EN","3.1","B2ab(iii)","B2ab(iii)",2,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"48","81854",NA,"5",2,5,2,4,80,2360,40,NA
"2461",NA,"Calycorectes enormis","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","MYRTACEAE",149251587,2020-03-06,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Unknown","Unknown","Yes",NA,"Unknown","Unknown","Unknown","No","28","3426.74",NA,"3",2,10,1,4,80,2360,80,NA
"2462",NA,"Ouratea rorida","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","OCHNACEAE",149251877,2021-03-04,"EN","3.1","B2ab(iii)","B2ab(iii)",2,"Decreasing","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","20","24105.2",NA,"5",2,5,2,4,80,2360,40,NA
"2463",NA,"Chomelia caurensis","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",149577108,2020-03-11,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,"No","16","4066.07",NA,"3",2,10,1,4,80,2360,80,NA
"2464",NA,"Randia amazonasensis","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",149577393,2020-05-08,"EN","3.1","B2ab(iii)","B2ab(iii)",1,"Unknown",NA,"Yes",NA,"Unknown","Unknown",NA,"No","24","48669.887",NA,"5",2,10,1,4,80,2360,80,NA
"2465",NA,"Rondeletia cumanensis","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",149610510,2020-05-08,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,"No","28","4574.561",NA,"4",2,10,1,4,80,2360,80,NA
"2466",NA,"Klarobelia megalocarpa","TRACHEOPHYTA","MAGNOLIOPSIDA","MAGNOLIALES","ANNONACEAE",152329681,2018-11-20,"EN","3.1","B2ab(iii)","B2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"28-500","42014",NA,"5",2,10,1,4,80,2360,80,NA
"2467",NA,"Duguetia nitida","TRACHEOPHYTA","MAGNOLIOPSIDA","MAGNOLIALES","ANNONACEAE",152350681,2018-11-28,"EN","3.1","B2ab(iii)","B2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"16","6475",NA,"4",2,10,1,4,80,2360,80,NA
"2468",NA,"Magnolia ptaritepuiana","TRACHEOPHYTA","MAGNOLIOPSIDA","MAGNOLIALES","MAGNOLIACEAE",152352501,2021-04-08,"EN","3.1","B2ab(ii,iii)","B2ab(ii,iii)",2,"Decreasing",NA,"Yes","Unknown","Unknown","Yes",NA,"No","16","28853.27",NA,"4",2,5,2,4,80,2360,40,NA
"2469",NA,"Coussarea antioquiana","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",153320116,2019-02-28,"VU","3.1","B1ab(iii)","B1ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"6204",NA,"4",1,10,2,4,80,2360,40,NA
"2470",NA,"Litsea orocola","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",153623093,2020-02-07,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)",2,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"12-500","12673",NA,"3",2,5,2,4,80,2360,40,NA
"2471",NA,"Litsea versteeghii","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",153623123,2019-12-07,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)",2,"Unknown",NA,"Yes","Yes","Yes","Yes",NA,NA,"12-500","835806",NA,"3",2,5,2,4,80,2360,40,NA
"2472",NA,"Litsea fulvosericea","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",153623168,2020-02-06,"EN","3.1","B2ab(i,ii,iii,iv)","B2ab(i,ii,iii,iv)",2,"Decreasing",NA,"Yes","Yes","Yes","Yes",NA,NA,"20-500","74442",NA,"4",2,5,2,4,80,2360,40,NA
"2473",NA,"Balsamocitrus dawei","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","RUTACEAE",154387881,2018-06-14,"EN","3.1","B2ab(iii)","B2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"32","58204",NA,"5",2,10,1,4,80,2360,80,NA
"2474",NA,"Hancea grandistipularis","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE",154449141,2020-10-14,"EN","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,NA,"12.000","537.809",NA,"3",2,10,1,4,80,2360,80,NA
"2475",NA,"Ruagea beckii","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","MELIACEAE",158426029,2019-10-17,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"24","603",NA,"5",2,10,1,4,80,2360,80,NA
"2476",NA,"Cryptocarya dekae","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",159443877,2019-11-14,"EN","3.1","B2ab(iii)","B2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"12-500","10458",NA,"3",2,10,1,4,80,2360,80,NA
"2477",NA,"Cryptocarya parinarioides","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",159444092,2023-09-21,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"16","100-5000",NA,"3",2,10,1,4,80,2360,80,NA
