"","CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
"62",NA,"Zamia wallisii","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",69834104,2020-06-19,"CR","3.1","B1ab(iii,v)","B1ab(iii,v)",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"24","52",NA,"2",4,10,2,9,720,49,360,NA
"63",NA,"Zamia montana","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",69834535,2020-06-19,"CR","3.1","B1ab(iii,v)","B1ab(iii,v)",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Yes","16","16","500","2",4,10,2,9,720,49,360,NA
"64",NA,"Cycas nayagarhensis","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","CYCADACEAE",103632290,2020-01-17,"CR","3.1","B1ab(iii,v)","B1ab(iii,v)",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,NA,"45",NA,"3",4,10,2,9,720,49,360,NA
"65",NA,"Ceratozamia hondurensis","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",243397733,2020-09-21,"CR","3.1","B1ab(i,ii,iii,iv,v)","B1ab(i,ii,iii,iv,v)",1,"Decreasing","Yes","Yes","Yes","Yes","Yes",NA,"Yes","16-24","100","500-1000","4",4,10,2,9,720,49,360,NA
"66",NA,"Ceratozamia huastecorum","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",243398208,2020-07-17,"CR","3.1","B1ab(iii,v)","B1ab(iii,v)",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Yes",NA,"34",NA,"1",4,10,2,9,720,49,360,NA
"67",NA,"Ceratozamia miqueliana","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",243399362,2020-09-23,"EN","3.1","A2acd; B2ab(iii,v); C2a(i)","A2acd; B2ab(iii,v); C2a(i)",1,"Decreasing","Yes","Yes","Unknown",NA,NA,NA,NA,"76","7065","600-800","8-10",2,10,6,6,720,49,120,NA
"68",NA,"Ceratozamia sabatoi","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",243400854,2020-07-17,"EN","3.1","A2acd; B1ab(i,ii,iii,v)","A2acd; B1ab(i,ii,iii,v)",1,"Decreasing","Yes","Yes",NA,"Yes","Yes",NA,NA,NA,"1246","550-1000","2",2,10,6,6,720,49,120,NA
"69",NA,"Zamia lacandona","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",243406083,2020-05-21,"EN","3.1","A2cd","A2cd",1,"Decreasing","Yes","Yes",NA,"Yes",NA,NA,NA,NA,NA,"500","2",2,10,6,6,720,49,120,NA
"70",NA,"Zamia skinneri","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","ZAMIACEAE",243411621,2020-05-21,"EN","3.1","A2cd+4cd","A2cd+4cd",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,NA,"2301","500",NA,2,10,6,6,720,49,120,NA
"71","Wade’s Pitogo","Cycas wadei","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","CYCADACEAE",243420961,2020-05-12,"CR","3.1","B1ab(iii,v)","B1ab(iii,v)",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Yes",NA,"14","5051","1",4,10,2,9,720,49,360,NA
